customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total;Cuentas_Diarias;;
5896-NPFWW;Yes;Male;0.0;Yes;Yes;3.0;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;50,15;168,15;16.716.666.666.666.600;;
5897-ZYEKH;No;Female;1.0;Yes;No;67.0;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;105,6;7112,15;3.52;;
5898-IGSLP;No;Male;0.0;Yes;Yes;31.0;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;89,3;2823;29.766.666.666.666.600;;
5899-MQZZL;Yes;Female;0.0;No;No;13.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;75;999,45;2.5;;
5899-OUVKV;No;Male;0.0;No;No;31.0;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,5;2979,2;3.15;;
5902-WBLSE;No;Female;0.0;Yes;Yes;70.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);20,15;1411,2;0.6716666666666666;;
5906-BFOZT;No;Male;0.0;No;No;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,5;19,5;0.65;;
5906-CVLHP;Yes;Female;0.0;Yes;Yes;45.0;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);54,15;2319,8;1.805;;
5906-DVAPM;No;Female;0.0;Yes;Yes;55.0;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Credit card (automatic);75;4213,9;2.5;;
5908-QMGOE;Yes;Male;1.0;No;No;15.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,2;1133,9;24.733.333.333.333.300;;
5909-ECHUI;Yes;Female;0.0;No;No;1.0;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;56,25;56,25;1.875;;
5913-INRQV;No;Male;1.0;Yes;No;34.0;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;One year;No;Mailed check;90,15;3128,8;30.050.000.000.000.000;;
5914-DVBWJ;Yes;Female;1.0;No;No;18.0;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;85,45;1505,85;28.483.333.333.333.300;;
5914-GXMDA;No;Female;0.0;Yes;No;32.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,3;593,2;0.6433333333333333;;
5914-XRFQB;No;Male;0.0;Yes;No;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);115,8;8424,9;3.86;;
5915-ANOEI;No;Male;0.0;Yes;No;70.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;79,15;5536,5;26.383.333.333.333.300;;
5915-DGNVC;No;Female;0.0;Yes;No;49.0;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Electronic check;71,8;3472,05;2.393.333.333.333.330;;
5916-QEWPT;No;Female;0.0;Yes;No;2.0;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);69;147,8;2.3;;
5917-HBSDW;No;Female;0.0;Yes;Yes;37.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,35;683,75;0.645;;
5917-RYRMG;No;Male;1.0;No;No;32.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,8;587,7;0.66;;
5918-VUKWP;No;Female;0.0;No;No;32.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,55;654,55;0.685;;
5919-TMRGD;Yes;Female;0.0;No;Yes;1.0;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,35;79,35;2.645;;
5919-VCZYM;No;Male;0.0;No;No;2.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;42,7;0.6683333333333333;;
5921-NGYRH;No;Male;0.0;Yes;No;64.0;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;73,55;4764;24.516.666.666.666.600;;
5922-ABDVO;Yes;Female;0.0;Yes;No;19.0;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;89,65;1761,05;29.883.333.333.333.300;;
5923-GXUOC;Yes;Male;0.0;No;No;10.0;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,4;1081,45;3.48;;
5924-IFQTT;No;Male;0.0;Yes;Yes;13.0;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;72,8;930,05;24.266.666.666.666.600;;
5924-SNGKP;No;Female;0.0;No;Yes;41.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,25;865;0.675;;
5928-QLDHB;No;Male;0.0;No;No;9.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,25;684,85;25.416.666.666.666.600;;
5930-GBIWP;No;Male;0.0;No;No;69.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);81,5;5553,25;2.716.666.666.666.660;;
5931-FLJJF;Yes;Male;1.0;Yes;No;7.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,1;467,55;23.366.666.666.666.600;;
5934-RMPOV;No;Female;0.0;No;Yes;22.0;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,75;1816,75;2.825;;
5934-TSSAU;No;Female;0.0;Yes;Yes;23.0;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);75,3;1702,9;2.51;;
5935-FCCNB;No;Female;1.0;No;No;17.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,2;1608,15;3.14;;
5937-EORGB;No;Male;1.0;Yes;No;15.0;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;96,5;1392,25;3.216.666.666.666.660;;
5939-SXWHM;No;Male;0.0;Yes;Yes;48.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);26,3;1245,05;0.8766666666666667;;
5939-XAIXZ;No;Female;0.0;No;No;19.0;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;56,1;1033,9;1.87;;
5940-AHUHD;Yes;Male;0.0;No;No;1.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70,6;70,6;2.353.333.333.333.330;;
5940-NFXKV;Yes;Male;0.0;Yes;Yes;19.0;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;83,65;1465,75;27.883.333.333.333.300;;
5944-UGLLK;No;Male;0.0;No;No;53.0;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);54,9;3045,75;18.299.999.999.999.900;;
5945-AZYHT;No;Male;0.0;Yes;No;71.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;109,6;7854,15;36.533.333.333.333.300;;
5947-SGKCL;No;Female;0.0;Yes;Yes;15.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105,35;1559,25;35.116.666.666.666.600;;
5948-UJZLF;No;Male;0.0;No;No;2.0;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;49,25;97;16.416.666.666.666.600;;
5949-EBSQK;Yes;Male;0.0;Yes;Yes;4.0;Yes;No;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);61,45;229,55;20.483.333.333.333.300;;
5949-HGVJL;No;Female;0.0;Yes;No;26.0;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;73,05;1959,5;2.435;;
5949-XIKAE;Yes;Female;0.0;Yes;Yes;8.0;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;83,55;680,05;27.849.999.999.999.900;;
5950-AAAGJ;No;Male;0.0;No;No;18.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);84,3;1537,9;2.81;;
5951-AOFIH;No;Male;0.0;No;No;33.0;Yes;No;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);66,4;2245,4;22.133.333.333.333.300;;
5954-BDFSG;No;Female;0.0;No;No;72.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);107,5;7853,7;35.833.333.333.333.300;;
5955-EPOAZ;No;Female;0.0;No;No;6.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,95;109,5;0.6983333333333334;;
5955-ERIHD;Yes;Male;0.0;Yes;No;18.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,7;1687,95;31.566.666.666.666.600;;
5956-VKDTT;Yes;Female;1.0;Yes;No;5.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,35;334,8;2.478.333.333.333.330;;
5956-YHHRX;No;Male;1.0;No;No;21.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,35;2271,85;3.478.333.333.333.330;;
5959-BELXA;Yes;Male;1.0;No;No;32.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);96,15;3019,25;3.205;;
5960-MVTUK;No;Male;0.0;No;No;3.0;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;29,75;96,85;0.9916666666666667;;
5960-WPXQM;Yes;Male;0.0;No;No;1.0;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,05;79,05;2.635;;
5961-VUSRV;No;Female;0.0;No;No;12.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19,35;219,35;0.645;;
5965-GGPRW;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);105,25;7609,75;35.083.333.333.333.300;;
5966-EMAZU;No;Male;0.0;Yes;No;64.0;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;108,5;6880,85;36.166.666.666.666.600;;
5968-HYJRZ;No;Male;0.0;Yes;Yes;47.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,55;1160,45;0.8183333333333334;;
5968-VXZLG;No;Male;0.0;No;No;2.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);46,6;87,9;15.533.333.333.333.300;;
5968-XQIVE;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;One year;Yes;Electronic check;89,7;6588,95;2.99;;
5970-GHJAW;No;Male;0.0;Yes;Yes;46.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,95;862,4;0.6649999999999999;;
5973-EJGDP;No;Male;0.0;No;No;51.0;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;87,35;4473;29.116.666.666.666.600;;
5975-BAICR;No;Male;0.0;Yes;Yes;36.0;Yes;No;DSL;Yes;No;Yes;No;No;Yes;One year;Yes;Credit card (automatic);63,7;2188,5;21.233.333.333.333.300;;
5976-JCJRH;Yes;Male;0.0;Yes;No;10.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;738,2;23.433.333.333.333.300;;
5977-CKHON;No;Female;0.0;Yes;Yes;43.0;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);92,55;4039;3.085;;
5980-BDHPY;No;Male;0.0;Yes;No;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);87,1;6230,1;29.033.333.333.333.300;;
5980-NOPLP;Yes;Female;0.0;Yes;No;44.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,1;4364,1;3.203.333.333.333.330;;
5981-ITEMU;Yes;Male;0.0;Yes;No;40.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);97,1;3706,95;32.366.666.666.666.600;;
5981-ZVXOT;No;Female;1.0;No;No;35.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;108,35;3726,15;36.116.666.666.666.600;;
5982-FPVQN;No;Female;0.0;Yes;Yes;37.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95,15;3532,85;3.171.666.666.666.660;;
5982-PSMKW;No;Female;0.0;Yes;Yes;23.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);91,1;2198,3;30.366.666.666.666.600;;
5982-XMDEX;No;Female;0.0;No;No;65.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);26,5;1698,55;0.8833333333333333;;
5985-BEHZK;No;Female;1.0;Yes;No;72.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);105;7578,05;3.5;;
5985-TBABQ;No;Female;0.0;No;No;32.0;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;No;Mailed check;74,75;2282,95;24.916.666.666.666.600;;
5986-WWXDV;No;Male;0.0;No;Yes;39.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,35;779,2;0.645;;
5989-AXPUC;No;Female;0.0;Yes;No;68.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;118,6;7990,05;3.953.333.333.333.330;;
5989-OMNJE;No;Female;0.0;Yes;Yes;24.0;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;57,6;1367,75;19.200.000.000.000.000;;
5989-PGKJB;No;Female;0.0;No;No;16.0;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,25;1340,1;2.875;;
5993-BQHEA;No;Male;0.0;No;No;12.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,05;267;0.6683333333333333;;
5993-JSUWV;No;Female;0.0;No;No;66.0;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;Yes;Bank transfer (automatic);61,15;4017,45;2.038.333.333.333.330;;
5995-LFTLE;No;Male;0.0;No;No;58.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,3;1474,35;0.8433333333333334;;
5995-OIGLP;Yes;Male;0.0;No;No;12.0;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;56,65;654,85;18.883.333.333.333.300;;
5995-SNNEW;No;Male;1.0;Yes;No;23.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,45;2184,85;3.481.666.666.666.660;;
5995-WWKKG;No;Female;0.0;No;No;37.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;19,8;695,05;0.66;;
5996-DAOQL;No;Male;0.0;No;No;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,45;20,45;0.6816666666666666;;
5996-EBTKM;No;Female;0.0;Yes;Yes;67.0;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);69,9;4615,9;2.33;;
5996-NRVXR;No;Male;1.0;Yes;No;40.0;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);98,15;4116,8;3.271.666.666.666.660;;
5997-OPVFA;No;Male;0.0;Yes;No;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89,05;6254,45;29.683.333.333.333.300;;
5998-DZLYR;No;Female;0.0;Yes;No;61.0;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);94,35;5703;3.145;;
5998-VVEJY;Yes;Male;0.0;No;No;26.0;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;80,5;2088,8;2.683.333.333.333.330;;
5999-LCXAO;No;Female;0.0;No;No;1.0;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;29,9;29,9;0.9966666666666666;;
6000-APYLU;Yes;Male;0.0;No;No;9.0;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,8;713,1;26.933.333.333.333.300;;
6000-UKLWI;No;Male;0.0;No;No;41.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,15;802,35;0.6716666666666666;;
6005-OBZPH;Yes;Female;1.0;No;No;26.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;89,15;2277,65;29.716.666.666.666.600;;
6007-TCTST;No;Female;0.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);115,8;8476,5;3.86;;
6008-NAIXK;No;Male;1.0;No;No;54.0;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;55,45;2966,95;18.483.333.333.333.300;;
6010-DDPPW;No;Male;0.0;Yes;No;70.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,15;1940,85;0.8383333333333333;;
6013-BHCAW;No;Male;0.0;Yes;Yes;61.0;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);81;4976,15;2.7;;
6015-VVHHE;Yes;Female;1.0;No;No;5.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);83,15;446,05;2.771.666.666.666.660;;
6016-LVTJQ;No;Female;0.0;Yes;Yes;34.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,65;716,4;0.6883333333333332;;
6016-NXBNJ;No;Male;0.0;No;No;35.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,15;638;0.6383333333333333;;
6017-PPLPX;Yes;Male;0.0;Yes;Yes;20.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,45;1470,95;23.483.333.333.333.300;;
6022-KOUQO;No;Female;0.0;Yes;Yes;2.0;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);29,05;44,75;0.9683333333333334;;
6022-UGGSO;Yes;Female;1.0;No;No;32.0;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,4;2276,95;2.48;;
6023-GSSXW;No;Female;0.0;Yes;No;69.0;Yes;No;DSL;No;Yes;No;No;No;Yes;Two year;Yes;Credit card (automatic);61,45;4131,2;20.483.333.333.333.300;;
6023-YEBUP;Yes;Male;0.0;No;No;3.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,95;329,95;3.365;;
6024-RUGGH;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25,2;1798,9;0.84;;
6029-CSMJE;No;Male;0.0;No;No;17.0;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;25,65;440,2;0.855;;
6029-WTIPC;Yes;Male;1.0;No;No;37.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,1;3744,05;33.699.999.999.999.900;;
6030-REHUX;No;Female;1.0;Yes;No;28.0;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;110,85;3204,4;3.695;;
6032-IGALN;Yes;Female;0.0;No;No;1.0;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;25,1;25,1;0.8366666666666667;;
6032-KRXXO;Yes;Male;0.0;No;No;30.0;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90,25;2755,35;30.083.333.333.333.300;;
6034-YMTOB;No;Female;0.0;No;No;5.0;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;75,65;399,45;2.521.666.666.666.660;;
6034-ZRYCV;Yes;Female;0.0;Yes;No;72.0;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;54,2;3937,45;18.066.666.666.666.600;;
6035-BXTTY;No;Female;1.0;No;No;32.0;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);54,65;1830,1;18.216.666.666.666.600;;
6035-RIIOM;No;Female;0.0;No;No;54.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);97,2;5129,45;3.24;;
6036-TTFYU;No;Female;0.0;Yes;No;16.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,6;314,45;0.6533333333333334;;
6038-GCYEC;Yes;Female;0.0;No;No;24.0;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);54,15;1240,25;1.805;;
6040-CGACY;No;Female;0.0;No;No;15.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,6;299,4;0.6533333333333334;;
6047-SUHPR;No;Male;0.0;Yes;Yes;39.0;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Electronic check;59,8;2343,85;19.933.333.333.333.300;;
6047-YHPVI;Yes;Male;0.0;No;No;5.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,7;316,9;23.233.333.333.333.300;;
6048-NJXHX;No;Male;0.0;Yes;No;41.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;19,75;899,45;0.6583333333333333;;
6048-QBXKL;No;Female;1.0;No;No;2.0;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);56,55;118,25;1.885;;
6048-UWKAL;No;Female;1.0;Yes;No;69.0;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);105,4;6998,95;35.133.333.333.333.300;;
6050-FFXES;No;Female;0.0;Yes;No;69.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);105,35;7240,65;35.116.666.666.666.600;;
6050-IJRHS;No;Female;0.0;Yes;Yes;70.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;106,5;7397;3.55;;
6051-PTVNS;No;Female;0.0;Yes;Yes;55.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,15;998,1;0.6383333333333333;;
6060-DRTNL;Yes;Female;1.0;No;No;5.0;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;84,85;415,55;2.828.333.333.333.330;;
6060-QBMGV;No;Male;0.0;Yes;No;70.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,85;1433,8;0.6616666666666667;;
6061-GWWAV;No;Male;0.0;No;Yes;41.0;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Mailed check;70,2;2894,55;23.400.000.000.000.000;;
6061-PQHMK;No;Female;0.0;No;No;25.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,9;527,5;0.6633333333333333;;
6064-PUPMC;No;Male;0.0;Yes;Yes;23.0;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);57,2;1423,35;19.066.666.666.666.600;;
6064-ZATLR;No;Female;0.0;No;No;27.0;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);52,85;1498,65;17.616.666.666.666.600;;
6067-NGCEU;No;Female;0.0;No;No;65.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);111,05;7107;37.016.666.666.666.600;;
6072-NUQCB;No;Male;0.0;Yes;Yes;22.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,25;488,25;0.675;;
6075-QMNRR;No;Female;0.0;No;No;52.0;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);49,75;2535,55;16.583.333.333.333.300;;
6075-SLNIL;No;Male;0.0;No;No;38.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);95,1;3691,2;3.17;;
6077-BDPXA;No;Female;0.0;No;No;3.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,15;194,2;23.383.333.333.333.300;;
6078-VESFR;No;Male;1.0;Yes;No;13.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);70,45;849,1;23.483.333.333.333.300;;
6080-LNESI;No;Male;0.0;No;No;51.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,75;1234,6;0.825;;
6080-TCMYC;No;Male;0.0;Yes;Yes;40.0;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,2;3292,3;27.066.666.666.666.600;;
6082-GLJIX;No;Male;0.0;No;No;18.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,25;331,35;0.6416666666666667;;
